EmployeeID,Name,Department,JoinDate,LastPromotionDate,Salary,PerformanceScore,Satisfaction,WorkHours,IsResigned,Join year,Satisfaction Group,tenure,IsResignedVal,Total Count
EMP_0948,Maya Santoso,Operations,2023-11-28,,"9,672,667",4.3,3.3,10.0,Resigned,2023,4,b. < 1-3 Years,1,1
EMP_0949,Andi Pratama,Sales,2020-10-14,2022-10-12,"8,725,309",2.4,4.1,10.0,Active,2020,5,c. < 3-5 Year,0,1
EMP_0950,Dewi Permana,Customer Support,2018-12-15,,"11,506,411",3.4,3.4,11.5,Resigned,2018,4,d. > 5 Years,1,1
EMP_0951,Putri Wijaya,Sales,2018-08-17,2020-08-13,"11,748,518",3.9,4.0,7.1,Active,2018,4,d. > 5 Years,0,1
EMP_0952,Dewi Hidayat,Sales,2018-01-05,2018-08-22,"10,205,466",2.7,5.0,7.7,Active,2018,5,d. > 5 Years,0,1
EMP_0953,Maya Santoso,Finance,2019-11-26,2021-08-26,"8,243,061",2.3,4.3,8.8,Active,2019,5,d. > 5 Years,0,1
EMP_0954,Citra Pratama,HR,2019-09-11,,"11,613,640",3.6,4.4,7.9,Active,2019,5,d. > 5 Years,0,1
EMP_0955,Joko Kusuma,Marketing,2019-03-02,,"11,194,632",3.5,3.3,11.7,Active,2019,4,d. > 5 Years,0,1
EMP_0956,Citra Pratama,Customer Support,2019-09-01,2020-12-24,"9,989,009",3.0,4.5,9.2,Active,2019,5,d. > 5 Years,0,1
EMP_0957,Citra Santoso,HR,2022-10-17,2024-01-25,"7,082,971",2.4,1.9,12.0,Resigned,2022,2,b. < 1-3 Years,1,1
EMP_0958,Kartika Nugroho,Finance,2023-05-26,2025-01-18,"10,237,794",3.8,4.8,8.7,Active,2023,5,b. < 1-3 Years,0,1
EMP_0959,Hendra Hidayat,Finance,2024-02-29,2025-05-27,"9,045,066",3.5,2.7,11.1,Active,2024,3,b. < 1-3 Years,0,1
EMP_0960,Nia Lestari,Operations,2018-12-24,,"9,297,525",2.0,5.0,7.1,Active,2018,5,d. > 5 Years,0,1
EMP_0961,Dewi Pratama,Marketing,2022-01-18,2023-04-28,"8,080,365",2.9,3.0,11.2,Active,2022,3,c. < 3-5 Year,0,1
EMP_0962,Nia Lestari,Sales,2020-07-08,,"9,002,992",2.4,3.0,10.5,Resigned,2020,3,c. < 3-5 Year,1,1
EMP_0963,Nia Permana,Engineering,2019-03-11,2020-02-05,"11,453,771",3.4,1.9,11.4,Resigned,2019,2,d. > 5 Years,1,1
EMP_0964,Citra Lestari,Engineering,2018-02-21,2020-12-19,"9,115,447",2.4,3.1,9.3,Active,2018,4,d. > 5 Years,0,1
EMP_0965,Joko Nugroho,Finance,2021-10-13,2025-11-21,"10,912,356",4.1,3.8,7.6,Active,2021,4,c. < 3-5 Year,0,1
EMP_0966,Wati Wijaya,HR,2019-10-19,,"13,529,970",4.5,2.6,11.7,Active,2019,3,d. > 5 Years,0,1
EMP_0967,Indah Kusuma,Operations,2020-07-20,2021-12-03,"8,520,201",2.8,4.7,9.6,Active,2020,5,c. < 3-5 Year,0,1
EMP_0968,Gita Hidayat,HR,2018-08-18,,"10,453,507",2.6,2.8,11.9,Resigned,2018,3,d. > 5 Years,1,1
EMP_0969,Omar Nugroho,Marketing,2022-07-18,2023-12-17,"6,909,182",2.2,2.8,10.2,Resigned,2022,3,b. < 1-3 Years,1,1
EMP_0970,Citra Permana,HR,2021-10-06,,"8,856,297",2.8,4.2,7.5,Active,2021,5,c. < 3-5 Year,0,1
EMP_0971,Joko Lestari,HR,2020-04-06,2020-12-08,"8,449,572",2.7,2.7,11.9,Resigned,2020,3,d. > 5 Years,1,1
EMP_0972,Putri Pratama,Engineering,2021-07-12,,"8,786,303",2.9,4.0,10.8,Active,2021,4,c. < 3-5 Year,0,1
EMP_0973,Kartika Hidayat,Operations,2021-12-28,2023-01-11,"9,886,969",3.0,2.4,10.7,Active,2021,3,c. < 3-5 Year,0,1
EMP_0974,Eko Pratama,HR,2022-04-15,2022-12-27,"7,976,701",2.9,2.5,10.4,Active,2022,3,c. < 3-5 Year,0,1
EMP_0975,Hendra Lestari,Customer Support,2019-07-31,2020-12-21,"14,265,671",5.0,4.2,9.6,Active,2019,5,d. > 5 Years,0,1
EMP_0976,Kartika Nugroho,Customer Support,2019-06-22,2021-12-25,"13,038,741",3.9,4.7,9.2,Active,2019,5,d. > 5 Years,0,1
EMP_0977,Maya Lestari,Sales,2024-11-05,2025-06-12,"9,021,462",3.7,3.8,7.5,Active,2024,4,b. < 1-3 Years,0,1
EMP_0978,Joko Santoso,Finance,2019-01-21,2020-07-01,"13,413,974",4.8,5.0,7.3,Active,2019,5,d. > 5 Years,0,1
EMP_0979,Citra Wijaya,Operations,2023-03-03,,"8,754,734",3.4,3.0,10.8,Active,2023,3,b. < 1-3 Years,0,1
EMP_0980,Dewi Nugroho,Engineering,2022-01-28,2024-10-25,"9,663,953",3.2,2.0,11.6,Resigned,2022,2,c. < 3-5 Year,1,1
EMP_0981,Wati Permana,Marketing,2018-12-08,2022-04-07,"12,175,675",3.4,3.2,11.4,Active,2018,4,d. > 5 Years,0,1
EMP_0982,Budi Lestari,Operations,2024-04-16,,"10,665,723",4.6,4.2,8.9,Active,2024,5,b. < 1-3 Years,0,1
EMP_0983,Hendra Hidayat,Customer Support,2023-03-09,2024-08-27,"9,556,976",3.4,4.3,9.7,Active,2023,5,b. < 1-3 Years,0,1
EMP_0984,Fitri Santoso,Finance,2022-11-10,,"8,237,996",3.0,4.4,8.7,Active,2022,5,b. < 1-3 Years,0,1
EMP_0985,Putri Santoso,Marketing,2023-02-05,,"7,439,017",2.5,4.1,7.7,Active,2023,5,b. < 1-3 Years,0,1
EMP_0986,Wati Hidayat,Engineering,2022-01-20,2025-03-14,"7,618,874",2.6,3.8,11.3,Active,2022,4,c. < 3-5 Year,0,1
EMP_0987,Indah Kusuma,Operations,2019-12-23,,"8,264,558",2.2,5.0,7.4,Active,2019,5,d. > 5 Years,0,1
EMP_0988,Nia Lestari,Operations,2020-11-28,,"8,824,804",2.2,2.4,11.5,Active,2020,3,c. < 3-5 Year,0,1
EMP_0989,Fitri Lestari,Marketing,2022-09-13,2024-02-04,"12,368,056",4.9,4.5,8.8,Active,2022,5,b. < 1-3 Years,0,1
EMP_0990,Andi Lestari,Engineering,2024-06-27,2025-06-07,"10,484,546",4.0,3.1,11.7,Active,2024,4,b. < 1-3 Years,0,1
EMP_0991,Kartika Pratama,Sales,2023-02-22,2025-01-13,"10,868,386",4.6,3.3,11.0,Resigned,2023,4,b. < 1-3 Years,1,1
EMP_0992,Andi Nugroho,Customer Support,2019-05-30,2023-06-26,"13,302,989",4.9,5.0,7.2,Active,2019,5,d. > 5 Years,0,1
EMP_0993,Sari Wijaya,HR,2022-03-27,,"7,485,820",2.6,2.7,11.9,Resigned,2022,3,c. < 3-5 Year,1,1
EMP_0994,Lina Pratama,Marketing,2021-06-11,2022-08-20,"11,841,687",4.1,2.3,12.0,Resigned,2021,3,c. < 3-5 Year,1,1
EMP_0995,Sari Hidayat,HR,2021-10-07,,"8,017,563",2.5,4.2,8.9,Active,2021,5,c. < 3-5 Year,0,1
EMP_0996,Nia Hidayat,Marketing,2022-11-27,2025-05-13,"11,289,464",3.9,1.9,11.5,Resigned,2022,2,b. < 1-3 Years,1,1
EMP_0997,Dewi Santoso,Operations,2018-03-09,2020-12-25,"10,083,703",2.3,4.0,10.8,Active,2018,4,d. > 5 Years,0,1
EMP_0998,Omar Pratama,Operations,2021-04-02,2022-12-06,"8,730,139",2.7,2.8,9.8,Active,2021,3,c. < 3-5 Year,0,1
EMP_0999,Dewi Permana,Customer Support,2023-03-16,2025-12-30,"10,845,499",3.9,2.2,10.7,Resigned,2023,3,b. < 1-3 Years,1,1
EMP_1000,Hendra Kusuma,Marketing,2020-12-19,2023-10-14,"10,527,897",4.0,2.6,11.5,Resigned,2020,3,c. < 3-5 Year,1,1
EMP_1001,Eko Permana,Customer Support,2023-10-27,2025-12-29,"7,449,157",3.0,3.6,11.8,Resigned,2023,4,b. < 1-3 Years,1,1
EMP_1002,Maya Lestari,HR,2022-05-31,2025-04-23,"7,930,252",2.4,4.5,9.0,Active,2022,5,b. < 1-3 Years,0,1
EMP_1003,Kartika Wijaya,Finance,2020-08-04,,"12,564,352",4.4,4.9,7.6,Active,2020,5,c. < 3-5 Year,0,1
EMP_1004,Indah Wijaya,Marketing,2020-04-14,,"7,084,470",2.1,3.6,10.1,Resigned,2020,4,d. > 5 Years,1,1
EMP_1005,Sari Santoso,HR,2022-04-16,,"11,209,024",4.2,4.0,10.2,Active,2022,4,c. < 3-5 Year,0,1
EMP_1006,Hendra Kusuma,Sales,2024-01-03,2025-07-23,"10,981,193",4.3,4.0,7.3,Active,2024,4,b. < 1-3 Years,0,1
EMP_1007,Andi Santoso,Engineering,2023-02-24,2023-12-26,"6,619,764",2.3,3.7,8.3,Active,2023,4,b. < 1-3 Years,0,1
EMP_1008,Lina Lestari,Finance,2019-02-17,2019-09-29,"10,858,656",3.2,1.8,11.8,Resigned,2019,2,d. > 5 Years,1,1
EMP_1009,Maya Permana,Operations,2023-01-21,2024-01-20,"9,169,038",2.9,4.7,7.9,Active,2023,5,b. < 1-3 Years,0,1
EMP_1011,Gita Pratama,HR,2018-04-05,2019-08-10,"9,839,203",2.6,4.1,7.6,Active,2018,5,d. > 5 Years,0,1
EMP_1012,Hendra Santoso,Operations,2019-06-03,,"12,092,216",3.4,5.0,7.5,Active,2019,5,d. > 5 Years,0,1
EMP_1013,Omar Nugroho,Finance,2023-10-01,2024-10-12,"7,142,373",2.8,4.1,10.4,Active,2023,5,b. < 1-3 Years,0,1
EMP_1014,Maya Santoso,HR,2024-08-03,2025-05-15,"11,529,906",4.9,3.8,9.2,Active,2024,4,b. < 1-3 Years,0,1
EMP_1015,Indah Permana,HR,2019-03-17,2022-02-08,"9,340,117",2.6,4.3,8.9,Active,2019,5,d. > 5 Years,0,1
EMP_1016,Fitri Pratama,HR,2020-11-02,2022-12-23,"12,023,291",3.8,4.3,10.2,Active,2020,5,c. < 3-5 Year,0,1
EMP_1017,Andi Santoso,Sales,2021-08-14,2023-02-25,"8,545,487",3.1,4.2,8.1,Active,2021,5,c. < 3-5 Year,0,1
EMP_1018,Kartika Santoso,Engineering,2021-07-28,2023-11-28,"8,606,507",2.6,3.8,11.0,Active,2021,4,c. < 3-5 Year,0,1
EMP_1019,Maya Kusuma,HR,2020-05-19,2021-06-13,"11,714,445",3.7,4.3,10.0,Active,2020,5,c. < 3-5 Year,0,1
EMP_1020,Citra Hidayat,Operations,2022-11-18,2024-04-08,"6,865,787",2.6,3.0,11.0,Active,2022,3,b. < 1-3 Years,0,1
EMP_1021,Nia Santoso,Engineering,2023-01-29,,"8,265,923",3.0,3.4,8.2,Active,2023,4,b. < 1-3 Years,0,1
EMP_1022,Tono Pratama,Finance,2021-03-10,,"12,285,830",4.9,3.6,11.5,Resigned,2021,4,c. < 3-5 Year,1,1
EMP_1023,Andi Santoso,Finance,2019-01-25,2021-11-20,"12,445,895",4.2,3.9,8.6,Active,2019,4,d. > 5 Years,0,1
EMP_1024,Kartika Nugroho,HR,2018-07-12,2021-07-26,"12,084,204",3.5,1.8,11.8,Resigned,2018,2,d. > 5 Years,1,1
EMP_1025,Wati Santoso,Engineering,2020-07-06,,"6,967,060",2.0,3.2,12.0,Active,2020,4,c. < 3-5 Year,0,1
EMP_1026,Hendra Wijaya,Engineering,2020-02-22,2022-09-14,"12,858,847",4.4,3.4,11.9,Active,2020,4,d. > 5 Years,0,1
EMP_1027,Indah Pratama,Engineering,2018-07-16,2019-06-14,"10,776,922",2.8,4.1,10.1,Active,2018,5,d. > 5 Years,0,1
EMP_1028,Fitri Wijaya,HR,2023-03-03,,"7,728,189",3.0,3.9,10.8,Active,2023,4,b. < 1-3 Years,0,1
EMP_1029,Nia Nugroho,Operations,2019-05-17,2021-03-19,"12,103,219",3.7,3.3,9.5,Active,2019,4,d. > 5 Years,0,1
EMP_1030,Putri Lestari,Engineering,2020-12-16,2021-11-30,"10,475,545",3.1,3.1,11.4,Active,2020,4,c. < 3-5 Year,0,1
EMP_1031,Gita Santoso,Engineering,2023-07-19,,"5,682,035",2.0,3.6,9.3,Active,2023,4,b. < 1-3 Years,0,1
EMP_1032,Kartika Lestari,Customer Support,2024-08-15,2025-11-01,"11,485,268",4.6,3.1,11.7,Active,2024,4,b. < 1-3 Years,0,1
EMP_1033,Rina Santoso,Sales,2020-06-15,2023-02-09,"14,395,373",4.9,2.9,10.1,Active,2020,3,c. < 3-5 Year,0,1
EMP_1034,Citra Kusuma,Finance,2019-11-04,2023-07-28,"11,191,079",3.9,3.1,9.3,Resigned,2019,4,d. > 5 Years,1,1
EMP_1035,Andi Nugroho,Sales,2020-12-28,,"11,456,105",4.0,3.3,8.8,Active,2020,4,c. < 3-5 Year,0,1
EMP_1036,Lina Hidayat,Sales,2019-09-09,2022-08-06,"10,270,382",3.5,3.6,9.2,Active,2019,4,d. > 5 Years,0,1
EMP_1037,Maya Hidayat,Sales,2021-04-19,,"7,932,082",2.5,3.7,9.6,Active,2021,4,c. < 3-5 Year,0,1
EMP_1038,Budi Lestari,Engineering,2020-06-18,,"13,377,577",4.7,3.5,8.3,Active,2020,4,c. < 3-5 Year,0,1
EMP_1039,Hendra Hidayat,Finance,2022-05-29,,"12,043,133",4.2,3.2,10.5,Resigned,2022,4,b. < 1-3 Years,1,1
EMP_1040,Gita Permana,Operations,2021-03-25,2023-05-03,"10,985,311",4.2,5.0,7.9,Active,2021,5,c. < 3-5 Year,0,1
EMP_1042,Nia Permana,Engineering,2019-12-29,2020-11-30,"9,601,231",2.5,3.0,11.3,Active,2019,3,d. > 5 Years,0,1
EMP_1043,Tono Pratama,Finance,2020-10-10,2021-07-09,"12,804,712",4.5,2.9,10.4,Resigned,2020,3,c. < 3-5 Year,1,1
EMP_1044,Rina Wijaya,Customer Support,2019-08-24,2020-09-11,"10,524,715",2.9,4.1,8.7,Active,2019,5,d. > 5 Years,0,1
EMP_1045,Sari Kusuma,Operations,2023-06-16,,"9,809,888",3.4,4.5,8.8,Active,2023,5,b. < 1-3 Years,0,1
EMP_1046,Wati Nugroho,Engineering,2021-01-10,2025-02-08,"7,549,542",2.1,3.2,11.3,Resigned,2021,4,c. < 3-5 Year,1,1
EMP_1047,Putri Pratama,Sales,2024-06-23,2025-07-28,"8,524,059",3.1,5.0,7.4,Active,2024,5,b. < 1-3 Years,0,1
EMP_1048,Dewi Kusuma,Operations,2024-02-10,2025-11-11,"12,783,874",5.0,3.2,9.6,Active,2024,4,b. < 1-3 Years,0,1
EMP_1049,Kartika Hidayat,HR,2022-09-06,2024-09-20,"7,547,835",2.9,4.0,9.9,Active,2022,4,b. < 1-3 Years,0,1
EMP_1050,Dewi Hidayat,Customer Support,2023-02-07,2025-10-25,"10,855,520",4.4,3.7,7.6,Active,2023,4,b. < 1-3 Years,0,1
EMP_1051,Eko Nugroho,Operations,2019-09-08,2021-10-20,"12,353,453",3.9,4.6,7.8,Active,2019,5,d. > 5 Years,0,1
EMP_1052,Joko Pratama,Finance,2018-06-17,,"13,032,835",4.5,4.5,7.3,Active,2018,5,d. > 5 Years,0,1
EMP_1053,Andi Pratama,Marketing,2019-07-19,2021-08-17,"13,082,892",4.4,3.9,10.3,Active,2019,4,d. > 5 Years,0,1
EMP_1054,Citra Kusuma,Sales,2020-03-16,2021-02-24,"8,767,395",2.9,3.5,9.4,Active,2020,4,d. > 5 Years,0,1
EMP_1055,Maya Hidayat,Finance,2019-02-06,2021-04-14,"11,416,864",3.8,4.0,9.8,Active,2019,4,d. > 5 Years,0,1
EMP_1056,Tono Wijaya,Operations,2020-03-28,,"9,701,991",3.2,3.4,8.5,Active,2020,4,d. > 5 Years,0,1
EMP_1057,Omar Wijaya,Finance,2022-11-25,,"10,207,757",3.6,5.0,8.6,Active,2022,5,b. < 1-3 Years,0,1
EMP_1058,Omar Permana,Finance,2023-03-26,2024-11-15,"10,100,074",3.4,4.5,9.8,Active,2023,5,b. < 1-3 Years,0,1
EMP_1059,Eko Kusuma,Customer Support,2020-09-20,2023-04-22,"8,581,783",2.4,3.5,11.5,Resigned,2020,4,c. < 3-5 Year,1,1
EMP_1060,Maya Wijaya,Finance,2018-01-25,2021-06-18,"10,883,835",3.4,4.3,7.4,Active,2018,5,d. > 5 Years,0,1
EMP_1061,Dewi Permana,HR,2019-02-03,2022-10-03,"10,952,336",3.4,2.1,11.3,Resigned,2019,3,d. > 5 Years,1,1
EMP_1062,Rina Pratama,Operations,2020-04-19,2023-12-11,"12,292,153",4.2,5.0,7.7,Active,2020,5,d. > 5 Years,0,1
EMP_1063,Eko Kusuma,Operations,2021-06-27,2022-01-06,"12,366,822",4.4,2.5,10.4,Resigned,2021,3,c. < 3-5 Year,1,1
EMP_1064,Wati Santoso,HR,2019-02-01,,"8,111,981",2.3,2.8,11.2,Resigned,2019,3,d. > 5 Years,1,1
EMP_1065,Dewi Kusuma,Finance,2023-06-05,2024-07-29,"11,435,594",4.5,4.6,8.3,Active,2023,5,b. < 1-3 Years,0,1
EMP_1066,Wati Santoso,Finance,2019-08-23,2021-03-03,"9,543,727",2.4,2.7,10.3,Active,2019,3,d. > 5 Years,0,1
EMP_1067,Sari Lestari,Finance,2023-05-22,,"10,542,946",4.0,4.1,9.5,Active,2023,5,b. < 1-3 Years,0,1
EMP_1068,Dewi Nugroho,Finance,2022-10-07,,"7,671,101",2.9,2.6,9.8,Resigned,2022,3,b. < 1-3 Years,1,1
EMP_1069,Wati Nugroho,Engineering,2021-12-23,2025-02-03,"12,174,927",4.6,5.0,8.4,Active,2021,5,c. < 3-5 Year,0,1
EMP_1070,Rina Lestari,Marketing,2023-11-21,2024-07-22,"6,375,048",2.5,4.5,8.8,Active,2023,5,b. < 1-3 Years,0,1
EMP_1071,Eko Kusuma,Customer Support,2021-05-25,2022-04-09,"13,057,053",4.7,4.7,25.0,Active,2021,5,c. < 3-5 Year,0,1
EMP_1072,Fitri Kusuma,Sales,2021-08-20,2025-05-20,"9,479,869",3.0,2.1,11.1,Resigned,2021,3,c. < 3-5 Year,1,1
EMP_1073,Fitri Lestari,Engineering,2019-03-12,2022-05-10,"9,892,412",3.0,3.2,11.9,Active,2019,4,d. > 5 Years,0,1
EMP_1074,Hendra Santoso,Sales,2022-04-23,2025-02-26,"11,577,814",4.8,2.7,10.1,Active,2022,3,c. < 3-5 Year,0,1
EMP_1075,Citra Nugroho,Customer Support,2022-03-14,2022-11-09,"12,176,258",4.8,4.6,7.5,Active,2022,5,c. < 3-5 Year,0,1
EMP_1076,Tono Lestari,Sales,2020-10-31,2022-12-05,"9,542,710",2.7,5.0,7.8,Active,2020,5,c. < 3-5 Year,0,1
EMP_1077,Gita Santoso,HR,2018-04-10,2019-04-22,"10,765,834",2.6,3.7,7.7,Active,2018,4,d. > 5 Years,0,1
EMP_1078,Tono Santoso,Marketing,2020-01-30,2024-03-04,"10,561,758",3.6,3.0,11.2,Active,2020,3,d. > 5 Years,0,1
EMP_1079,Lina Permana,HR,2024-04-07,2025-11-18,"6,165,050",2.2,4.2,10.1,Active,2024,5,b. < 1-3 Years,0,1
EMP_1080,Eko Kusuma,Engineering,2019-04-29,2020-02-08,"11,635,084",3.8,5.0,7.1,Active,2019,5,d. > 5 Years,0,1
EMP_1081,Indah Hidayat,Operations,2022-01-05,,"11,800,014",4.6,5.0,7.4,Active,2022,5,c. < 3-5 Year,0,1
EMP_1082,Wati Kusuma,Finance,2018-08-21,2019-10-02,"13,049,809",3.7,2.2,11.6,Resigned,2018,3,d. > 5 Years,1,1
EMP_1084,Budi Lestari,Finance,2018-10-26,2022-06-21,"14,469,008",4.7,3.5,11.2,Active,2018,4,d. > 5 Years,0,1
EMP_1085,Citra Hidayat,HR,2018-11-27,2022-01-30,"13,717,981",4.8,2.4,10.6,Resigned,2018,3,d. > 5 Years,1,1
EMP_1086,Hendra Permana,Finance,2023-05-11,2024-06-27,"5,639,378",2.1,5.0,7.1,Active,2023,5,b. < 1-3 Years,0,1
EMP_1087,Wati Hidayat,Operations,2018-03-16,2018-12-27,"11,092,473",3.2,3.1,10.5,Active,2018,4,d. > 5 Years,0,1
EMP_1088,Eko Santoso,Finance,2019-04-29,2021-11-17,"10,260,681",3.1,3.0,9.2,Active,2019,3,d. > 5 Years,0,1
EMP_1089,Tono Pratama,Sales,2022-08-19,2023-05-19,"11,717,545",5.0,2.3,11.4,Resigned,2022,3,b. < 1-3 Years,1,1
EMP_1090,Budi Wijaya,Finance,2020-01-10,,"10,053,767",2.9,2.8,10.3,Resigned,2020,3,d. > 5 Years,1,1
EMP_1091,Wati Hidayat,Finance,2019-05-17,2020-04-17,"10,056,546",2.8,4.9,8.0,Active,2019,5,d. > 5 Years,0,1
EMP_1092,Hendra Nugroho,Operations,2021-05-24,2024-12-23,"9,476,269",2.9,5.0,8.2,Active,2021,5,c. < 3-5 Year,0,1
EMP_1093,Sari Santoso,Engineering,2021-11-20,2025-11-12,"9,223,417",3.5,3.8,8.0,Active,2021,4,c. < 3-5 Year,0,1
EMP_1094,Hendra Kusuma,Operations,2024-03-14,,"8,813,441",3.1,2.1,10.9,Resigned,2024,3,b. < 1-3 Years,1,1
EMP_1095,Omar Nugroho,Engineering,2018-03-29,2018-12-03,"10,717,190",2.8,4.7,8.9,Active,2018,5,d. > 5 Years,0,1
EMP_1096,Indah Hidayat,Finance,2018-03-19,2020-11-10,"10,967,962",3.3,3.9,8.0,Active,2018,4,d. > 5 Years,0,1
EMP_1097,Budi Kusuma,Engineering,2024-01-28,2024-08-21,"11,946,638",4.7,3.6,11.5,Active,2024,4,b. < 1-3 Years,0,1
EMP_1098,Tono Lestari,Customer Support,2018-04-23,2022-04-14,"11,345,950",3.3,3.9,10.9,Active,2018,4,d. > 5 Years,0,1
EMP_1099,Dewi Hidayat,Operations,2021-03-23,2024-09-18,"10,391,244",3.4,3.7,10.6,Active,2021,4,c. < 3-5 Year,0,1
EMP_1100,Maya Nugroho,Operations,2020-09-02,,"8,343,982",2.0,2.8,10.4,Active,2020,3,c. < 3-5 Year,0,1
EMP_1101,Sari Kusuma,Marketing,2024-05-28,2025-10-05,"6,962,234",2.8,3.9,10.3,Active,2024,4,b. < 1-3 Years,0,1
EMP_1102,Wati Pratama,Engineering,2021-06-11,2023-09-26,"13,058,351",4.5,4.5,7.9,Active,2021,5,c. < 3-5 Year,0,1
EMP_1103,Omar Pratama,Marketing,2023-05-21,2025-06-08,"6,832,450",2.7,2.7,9.9,Active,2023,3,b. < 1-3 Years,0,1
EMP_1104,Sari Permana,Engineering,2022-12-10,,"10,710,622",4.3,4.3,8.3,Active,2022,5,b. < 1-3 Years,0,1
EMP_1105,Fitri Wijaya,Customer Support,2018-07-23,,"12,111,068",4.0,4.0,10.4,Active,2018,4,d. > 5 Years,0,1
EMP_1106,Budi Lestari,Engineering,2020-11-27,2021-06-28,"12,347,602",4.0,3.0,11.2,Resigned,2020,3,c. < 3-5 Year,1,1
EMP_1107,Hendra Permana,Engineering,2018-11-14,2019-12-30,"11,065,473",3.5,4.6,8.0,Active,2018,5,d. > 5 Years,0,1
EMP_1108,Nia Santoso,Operations,2022-10-13,2023-09-04,"7,083,859",2.1,2.7,10.9,Resigned,2022,3,b. < 1-3 Years,1,1
EMP_1109,Lina Nugroho,Marketing,2018-05-08,,"9,979,765",2.1,4.8,7.8,Active,2018,5,d. > 5 Years,0,1
EMP_1110,Gita Permana,HR,2023-09-13,2025-02-26,"11,546,538",4.8,2.0,11.2,Active,2023,2,b. < 1-3 Years,0,1
EMP_1111,Maya Santoso,Engineering,2020-07-08,2024-03-25,"12,083,042",3.9,4.4,9.1,Active,2020,5,c. < 3-5 Year,0,1
EMP_1112,Rina Pratama,HR,2023-04-19,2025-03-31,"8,517,941",3.3,4.7,8.0,Active,2023,5,b. < 1-3 Years,0,1
EMP_1113,Kartika Lestari,Customer Support,2022-01-22,,"8,014,648",2.9,3.1,10.5,Active,2022,4,c. < 3-5 Year,0,1
EMP_1114,Nia Permana,Engineering,2021-12-12,2022-11-13,"12,798,899",4.7,3.3,9.4,Active,2021,4,c. < 3-5 Year,0,1
EMP_1115,Hendra Wijaya,HR,2020-09-30,2023-07-11,"12,025,266",4.0,4.2,7.7,Active,2020,5,c. < 3-5 Year,0,1
EMP_1116,Kartika Santoso,Engineering,2022-08-01,2023-11-27,"10,437,678",3.7,2.2,11.4,Resigned,2022,3,b. < 1-3 Years,1,1
EMP_1117,Omar Pratama,Sales,2019-05-10,2022-12-15,"12,511,395",4.1,2.4,10.7,Resigned,2019,3,d. > 5 Years,1,1
EMP_1118,Nia Pratama,Operations,2019-11-15,2021-02-08,"11,177,165",3.5,3.5,11.6,Active,2019,4,d. > 5 Years,0,1
EMP_1119,Maya Lestari,Operations,2021-04-16,,"13,641,518",4.7,4.4,8.7,Active,2021,5,c. < 3-5 Year,0,1
EMP_1120,Budi Santoso,Operations,2021-12-24,2024-10-06,"11,365,683",3.9,2.5,11.2,Resigned,2021,3,c. < 3-5 Year,1,1
EMP_1121,Eko Wijaya,Operations,2024-08-11,2025-10-25,"7,174,097",2.3,5.0,7.0,Active,2024,5,b. < 1-3 Years,0,1
EMP_1122,Omar Hidayat,Marketing,2022-12-02,,"10,528,198",4.2,1.8,11.7,Resigned,2022,2,b. < 1-3 Years,1,1
EMP_1123,Kartika Pratama,HR,2023-10-22,2025-12-03,"10,044,878",3.5,3.6,9.1,Active,2023,4,b. < 1-3 Years,0,1
EMP_1124,Fitri Wijaya,Engineering,2020-05-12,2022-05-31,"11,512,666",3.7,3.9,8.6,Active,2020,4,d. > 5 Years,0,1
EMP_1125,Joko Kusuma,Finance,2022-12-03,,"8,510,750",2.5,3.7,11.6,Active,2022,4,b. < 1-3 Years,0,1
EMP_1126,Hendra Kusuma,Sales,2019-01-29,,"14,047,449",4.5,4.8,7.8,Active,2019,5,d. > 5 Years,0,1
EMP_1127,Sari Lestari,Engineering,2023-06-24,2024-01-16,"8,054,069",3.1,2.8,11.7,Active,2023,3,b. < 1-3 Years,0,1
EMP_1128,Rina Wijaya,Customer Support,2023-02-02,,"7,538,799",2.3,1.9,11.6,Active,2023,2,b. < 1-3 Years,0,1
EMP_1129,Putri Kusuma,Engineering,2019-07-15,2020-09-05,"14,720,973",4.9,5.0,7.4,Active,2019,5,d. > 5 Years,0,1
EMP_1130,Kartika Wijaya,HR,2021-10-05,,"10,997,429",3.9,2.4,10.4,Active,2021,3,c. < 3-5 Year,0,1
EMP_1131,Budi Hidayat,Engineering,2023-11-06,2025-11-26,"10,918,487",4.0,4.3,10.1,Active,2023,5,b. < 1-3 Years,0,1
EMP_1132,Hendra Wijaya,HR,2022-03-21,2023-12-11,"10,449,495",4.0,3.8,9.4,Active,2022,4,c. < 3-5 Year,0,1
EMP_1133,Putri Kusuma,Sales,2020-03-24,2021-03-20,"14,486,629",4.9,2.6,10.6,Resigned,2020,3,d. > 5 Years,1,1
EMP_1134,Putri Lestari,Operations,2019-12-31,,"12,490,456",4.1,4.2,8.9,Active,2019,5,d. > 5 Years,0,1
EMP_1135,Putri Wijaya,Marketing,2020-08-07,2023-10-24,"11,024,002",3.5,3.7,9.0,Active,2020,4,c. < 3-5 Year,0,1
EMP_1136,Dewi Lestari,Engineering,2021-03-22,2024-03-21,"9,780,971",3.0,3.3,9.1,Active,2021,4,c. < 3-5 Year,0,1
EMP_1137,Dewi Permana,Operations,2022-06-19,2025-09-01,"12,581,821",4.5,3.6,9.4,Active,2022,4,b. < 1-3 Years,0,1
EMP_1138,Joko Kusuma,HR,2020-05-31,2023-03-14,"8,814,469",2.2,4.5,8.6,Active,2020,5,c. < 3-5 Year,0,1
